,ItemName,ItemCode,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05
6348,תום עיזים צוריאל 150 גרם,7290114311182,,,,,,,,,,,,,,,,,,,,,,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,,,,,,,,27.9,27.9,27.9,27.9,27.9,27.9,27.90
6349,רוטב סויה סיני 330 גרם,7290115207682,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,11.9,10.0,10.0,10.0,10.0,10.0,10.0,,,,,10.0,10.0,10.00
6350,שיק מנגו בננה פסיפלור230,7290116930466,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.90
6351,יופלה דיאט ט.מרנג לימון,7290116930589,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,,,,,,,,,,,,,
6352,גלילי וופל מילוי שוקו200,7290117262054,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,12.9,12.9,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
6353,פופקורן גרעינים שופר1.קג,7296073091226,,,,,,,,,,,,,,,,,,,,,,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.80
6354,כדורי דגנים,7296073219606,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
6355,"מסכה לשיער מוחלק 500 מ""ל",7296073281931,,,,,,,,,,,,,,,,,,,,,,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,,,,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.90
6356,עגבניה דורה ארוז,7296073319818,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
6357,30 חיתולים בייבי שלב 6,7296073325154,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,29.9,29.9,29.9,34.9,34.9,34.9,,,,,,,,
6358,מסרק גדול שחור,7296073331841,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,
6359,בייגלה שטוח עם מלח 200 ג,7296073345800,,,,,,,,,,,,,,,,,,,,,,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,,,,,,,,,
6360,מאגדת גביע ופל וניל 260,7296073365754,,,,,,,,,,,,,,,,,,,,,,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,,,,,,,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.90
6361,"תחליב רחצה לנערות 700מ""ל",7296073449119,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,,,,
6362,קיסמי אוזניים עץ שק300יח,7296073528777,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,,,,,,,,,,,
6363,ברודווי 80,72991411,,,,,,,,,,,,,,,,,,,,,,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,,,,,,,,
6364,מרלבורו גולד טאצ' 7.1 חפ,72994269,,,,,,,,,,,,,,,,,,,,,,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,,,,,,,,,,36.5,,,,
6365,31פמפרס בייבי דריי שלב+4,8001090336491,,,,,,,,,,,,,,,,,,,,,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,,,,,,,,,,,,,
6366,קפסולות כביסה אריאל 27יח,8001090721099,,,,,,,,,,,,,,,,,,,,,,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.90
6367,אריאל קפסולות קולור 27יח,8001090721129,,,,,,,,,,,,,,,,,,,,,,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,30.9,,,30.9,30.9,30.9,36.9,36.9,36.9,36.9,,,,,,,
6368,חטיף+ציפוי קוקוס רפאלו30,80052487,,,,,,,,,,,,,,,,,,,,,,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.50
6369,תח.רחצה דאב ורדים500מ,8710522584200,,,,,,,,,,,,,,,,,,,,,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,14.9,14.9,14.90
6370,קפה נמס ג'קובס גולד 200ג,8714599513781,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.90
6371,ויט 12רצועות שעווה צמחית,4053700292455,,,,,,,,,,,,,,,,,,,,,,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,,,,,,,
6372,סימילאק אדבנס+ שלב3 700ג,5391523058070,,,,,,,,,,,,,,,,,,,,,,,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,,,,,,,,,,,65.9,65.9,65.9,65.9,65.9,65.9,65.9,65.9,
6373,הרמזית 800 טבליות,7290000480329,,,,,,,,,,,,,,,,,,,,,,,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,27.3,,,,,,,,,,,,,,
6374,כנפי עוף טרי תפזורת עצמי,7290001158500,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,,,,,,,,,,,,,,
6375,פילה מדומה טרי מוכשר צרפ,7290002129813,,,,,,,,,,,,,,,,,,,,,,,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,,,,,,,,,,,,,,,,,,,
6376,נביעות טעם תפוח עדין500מ,7290002331124,,,,,,,,,,,,,,,,,,,,,,,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,,,,,,,7.5,7.5,7.50
6377,אל סבון סנסיטיב קמיל 1 ל,7290003026036,,,,,,,,,,,,,,,,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,,,,,,,,,,,,,,,,,34.9,34.9,34.90
6378,חלה דגנים קלועה 560 גרם,7290005082979,,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,,,,,,,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5,13.50
6379,בשר לחמין מוכשר קפוא קג,7290008614078,,,,,,,,,,,,,,,,,,,,,,,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,,,,,,,,,,,,,,
6380,פרגיות פרימיום שופרסל לק,7290009011418,,,,,,,,,,,,,,,,,,,,,,,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,,,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,,,,
6381,שוקיים עוף טרי פרימיום ק,7290009012859,,,,,,,,,,,,,,,,,,,,,,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,,,,,,,,,,,,,,,,,
6382,פ.מדומה טרי מוכשר יבוא ק,7290009392739,,,,,,,,,,,,,,,,,,,,,,,79.9,79.9,79.9,79.9,79.9,79.9,79.9,79.9,,,,,,,,,,,,,,,,,,,
6383,שמפו ומרכך לילדים סרקל1ל,7290011026066,,,,,,,,,,,,,,,,,,,,,,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,,,,,,,,,,,,,,,,,,
6384,זית מרוקאי המסיק 215 גרם,7290012313431,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
6385,פטריות יער,7290013215062,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.90
6386,שוופס לימונדה ורודה1.5ל,7290018471906,,,,,,,,,,,,,,,,,,,,,,,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.50
6387,מתז ג'ט למטבח,7290107280396,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,13.9,13.9,13.9,13.90
6388,רוטב שמנת עם שוקולד260ג,7290112355263,,,,,,,,,,,,,,,,,,,,,,,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,,,,,,,11.3,11.30
6389,נקסט פיין PP 100 חפיסה,7290115190496,,,,,,,,,,,,,,,,,,,,,,,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,,,,,,,,,,,,,,,,33.5,33.5,33.5,33.50
6390,מאגדת גודיז לייט אפרסק,7290116532264,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.90
6391,פוף קראנץ' חמוץ חריף60ג,7290117380208,,,,,,,,,,,,,,,,,,,,,,,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.40
6392,"40יח' כוס יהלום 240מ""ל",7296073240204,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,
6393,פירורי לחם לבן זיפר350גר,7296073292913,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.90
6394,שוק.מריר אורגני גרין100ג,7296073295624,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,9.9,9.9,9.90
6395,חיתולים בייבי שלב 4 46יח,7296073325123,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,34.9,34.9,34.9,,,,,,,,
6396,אל סבון מ.ההרפתקאות כחול,7296073340102,,,,,,,,,,,,,,,,,,,,,,,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,,16.9,16.9,16.9,16.9,16.9,16.9,10.0,,,,,,,,,,13.9,13.90
6397,6 מברשות שיניים רולי,7296073361459,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,,,,,,,,,
6398,דאו לגבר,7296073380870,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,,,13.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.90
6399,אבקת להכנת פיצה 300 גרם,7296073497257,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,15.9,15.90
6400,גליל עיזים שופרסל 180 גר,7296073516156,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.90
6401,קינואה מעורבת 400 גרם,7296073531371,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
6402,קפסולות נסקפה בריסטה112ג,7613036867870,,,,,,,,,,,,,,,,,,,,,,,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,,,,,,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.90
6403,שמינית סוללות AA,8888021200256,,,,,,,,,,,,,,,,,,,,,,,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,26.9,23.9,23.9,23.9,23.9,23.9,,,,23.9,23.9,23.9,23.9,23.90
6404,"בירה הוגרדן בקבוק330מ""ל",5410228141785,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,
6405,סנו די ג'ונגל רול און 50,7290000288659,,,,,,,,,,,,,,,,,,,,,,,,,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,,,,,,,
6406,אורגנו עלים 20 גרם,7290002517337,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,,,,,,,,,,,,,,,,,
6407,לב עוף טרי שופרסל  קג,7290002685135,,,,,,,,,,,,,,,,,,,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,
6408,קבנוס חריף מעושן# 120 גר,7290003072965,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
6409,המבורגר צמחוני,7290004339807,,,,,,,,,,,,,,,,,,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,,,,,,,,,,,,,,,,,
6410,סטייק פרגית טבעוף טרי קג,7290004485795,,,,,,,,,,,,,,,,,,,,,,,,,74.9,74.9,74.9,74.9,74.9,74.9,74.9,74.9,,,,,,,,,,,,,,,,,
6411,ג'חנון ללא מרגרינה 650 ג,7290004652401,,,,,,,,,,,,,,,,,,,,,,,,,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,,,,,,,,,,,,,,,,,
6412,אריסה פיקנטית 185 גרם,7290008849845,,,,,,,,,,,,,,,,,,,,,,,,,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,,,,
6413,לב עוף טרי תפזורת עצמי,7290009395044,,,,,,,,,,,,,,,,,,,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,,,,,,,,,,,,,,,
6414,שוקולית 850 גרם,7290010116980,,,,,,,,,,,,,,,,,,,,,,,,,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,17.9,17.90
6415,נודלס ביצים,7290010259366,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,,5.90
6416,צלפים במי מלח 350 גרם,7290011587710,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
6417,שניצל דקדק פריך כשר לפסח,7290011876609,,,,,,,,,,,,,,,,,,,,,,,,,46.9,46.9,46.9,46.9,46.9,46.9,46.9,,46.9,46.9,46.9,46.9,46.9,46.9,,,,,,,,,,,
6418,נאצ'וס ברביקיו 200 גרם,7290015009324,,,,,,,,,,,,,,,,,,,,,,,,,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.50
6419,ממרח ארטישוק עם רוזמרין,7290015178181,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
6420,"קברנה ויז'ן 750 מ""ל",7290015781091,,,,,,,,,,,,,,,,,,,,,,,,,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.90
6421,שניצים נתחי חזה עוף,7290018507438,,,,,,,,,,,,,,,,,,,,,,,,,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,,,,,,,,,,,,,,,,,
6422,שוופס ראש'ן 1.5 ליטר,7290019056317,,,,,,,,,,,,,,,,,,,,,,,,,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,12.7,,,,,,,
6423,תפוצ'יפס טבעי 30*7 גרם,7290106523937,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,,
6424,זרעי לוף/כרישה 100 זרעים,7290107779517,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,,,,
6425,זרעי עלי בייבי קייל,7290107779630,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,,,,
6426,איטריות דקיקות 400 גרם,7290107978323,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,,6.9,6.9,6.9,6.9,6.90
6427,מאגדת להפרוטה אננסיוגורט,7290109358130,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,,29.9,29.9,29.90
6428,אטריות ביצים דקות שופ200,7296073049135,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,,,,,,
6429,מברשת שיער לתיק שחורה,7296073331643,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,,,,,,,,,,,,,,
6430,מדביר תיקנים 750מל,7296073345978,,,,,,,,,,,,,,,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,,,,,,,,,,
6431,מאגדת קרחונים אננס ענבים,7296073387428,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.90
6432,עגבניה ורודה ארוזה,7296073390961,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,9.9,9.90
6433,שוקולד מריר 77% פרו100ג,7296073413721,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,,,,,,,,,
6434,"שוק72% מריר+תפו""ע 100 גר",7296073413776,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,
6435,שניצל אמיתי מעודן 700 גר,7296073453970,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,,,,,,,,,,
6436,עדשים שחור בלוגה 500 גרם,7296073529453,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.90
6437,דגני בוקר בטעם וניל686ג,7296073531340,,,,,,,,,,,,,,,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.90
6438,סבון נוזלי מעוצב שחור500,7296073552758,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
6439,"סבון נוזלי לבן 500 מ""ל",7296073552833,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
6440,בקרדי מוחיטו פחית 250 מל,7610113013250,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,,,,,,
6441,בומביי ג'ין טוניק 250 מל,7640175743451,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,
6442,רסק עגבנ.מרוכז מאוד200 ג,8032793344520,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,,,,,,,,,,,,,
6443,"מי פנים אלוורה 250 מ""ל",8436037791512,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,19.9,,,,,,,,,,,,,
6444,מלח מתובל פיקנטי 110 גרם,8681863065485,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,,,,,,,,,,
6445,מונסטר אנרג'י אולטרה500מ,5060639128051,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,
6446,DAY EVERYמגן תח לארג30יח,5201263011474,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,,,,,,,,,,,,
6447,אוסובוקו טרי )עצמי( מחיר,7290000928500,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,69.9,,,,,,,,,,,,,,
6448,המבורגר בלאק אנגוס 320 ג,7290001873441,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,,,,,,,,,,,,,,
6449,עוגת סבתא שוקולד 850 גרם,7290002472841,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,,,26.9,26.9,26.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.90
6450,טונה בשמן ופלפל חריף160ג,7290005287510,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,8.5,8.5,8.5,8.5,8.5,8.5,,,,,,,,,,,,,,,,,
6451,ענבים ירוקים ביג פרל,7290005678325,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,18.9,18.9,18.9,18.9,16.9,16.9,16.9,16.9,16.9,16.90
